time,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),red,green,blue,rededge1,rededge2,rededge3,nir,swir
2022-04-20,Chau_Phu,10.505349,105.165087,SA,T,28-07-2022,1.7,6000,2258.0444,2180.1018,2041.7268,2519.989,2709.6987,2942.8232,2808.3445,1975.111
2022-04-15,Chau_Phu,10.505349,105.165087,SA,T,28-07-2022,1.7,6000,2410.3784,2467.726,2455.9446,2679.8555,2897.6355,3063.8892,2998.534,2626.3447
2022-04-10,Chau_Phu,10.505349,105.165087,SA,T,28-07-2022,1.7,6000,2238.087,2329.218,2410.8599,2413.5466,2477.43,2577.3767,2458.0942,2037.0399
2022-04-05,Chau_Phu,10.505349,105.165087,SA,T,28-07-2022,1.7,6000,2024.5969,2071.1714,1703.647,2748.7434,3591.783,3905.2878,3823.1123,3364.1938
2022-03-31,Chau_Phu,10.505349,105.165087,SA,T,28-07-2022,1.7,6000,,,,,,,,
2022-03-26,Chau_Phu,10.505349,105.165087,SA,T,28-07-2022,1.7,6000,1753.5802,2013.2432,1558.3103,2775.8982,4306.6465,4858.5415,4890.8076,3220.6707
2022-07-24,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,,,,,,,,
2022-07-19,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,1972.8352,2232.1272,1977.8695,2757.1372,4208.0996,4947.958,4924.279,3014.1482
2022-07-14,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,,,,,,,,
2022-07-09,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,,,,,,,,
2022-07-04,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,,,,,,,,
2022-06-29,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,,,,,,,,
2022-06-24,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,1464.5737,1750.0815,1550.2395,2047.479,4242.7896,5521.9893,5339.5107,2839.8894
2022-06-19,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,1336.7561,1600.4823,1345.5507,1941.389,3892.6958,5052.8794,4938.1157,2758.0317
2022-06-14,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,,,,,,,,
2022-06-09,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,1385.9945,1646.9318,1367.1165,1983.3878,3964.2166,5049.188,4930.9976,2907.7153
2022-06-04,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,1472.2341,1851.3524,1565.9835,2189.794,4522.8047,5557.748,5382.756,3070.886
2022-05-30,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,,,,,,,,
2022-05-25,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,1411.1049,1755.2292,1362.7183,2139.1812,4246.152,5014.1055,4833.143,3202.0098
2022-05-20,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,1300.5195,1678.4805,1306.2573,2034.5792,3918.7585,4644.1978,4380.0684,3057.2964
2022-05-15,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,1564.05,1920.175,1554.0563,2267.275,3525.8,3814.45,3609.7,3200.025
2022-05-10,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,,,,,,,,
2022-04-30,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,,,,,,,,
2022-04-25,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,2112.8914,2036.4938,1905.2938,2407.9534,2599.3918,2733.905,2700.0547,2881.7976
2022-04-20,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,2365.392,2276.2117,2196.1545,2580.4124,2518.37,2655.96,2521.8054,1694.5837
2022-04-15,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,2396.392,2348.7354,2308.0396,2689.055,2724.1897,2841.794,2816.3176,2263.8013
2022-04-10,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,2272.0388,2300.8547,2335.76,2512.128,2661.991,2821.431,2740.392,2648.52
2022-04-05,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,2233.9592,2115.6836,1766.8646,2927.753,3567.8962,3859.8018,3799.225,3762.2158
2022-03-31,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,,,,,,,,
2022-03-26,Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,1613.056,1828.8206,1452.7126,2433.915,3752.7603,4189.279,4190.4014,2756.4055
2022-07-24,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1868.9287,2159.5059,1807.4702,2800.1746,4498.505,5192.303,5185.353,3111.2722
2022-07-19,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1588.5992,1850.0321,1506.0449,2355.6064,3947.6365,4786.553,4710.2437,2726.5728
2022-07-14,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,,,,,,,,
2022-07-09,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1773.2727,2036.3864,1920.5682,2254.7273,3652.7273,4612.5,4604.273,2577.7273
2022-07-04,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,,,,,,,,
2022-06-29,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,,,,,,,,
2022-06-24,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1443.1566,1735.0343,1530.967,2011.6372,4196.8994,5474.7905,5274.077,2832.3647
2022-06-19,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1378.105,1647.2786,1406.7682,1950.6462,3848.419,5038.842,4911.616,2828.4224
2022-06-14,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,,,,,,,,
2022-06-09,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1420.5818,1670.3107,1402.8428,1979.4691,3806.0847,4814.779,4678.969,2847.879
2022-06-04,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1452.2318,1792.483,1491.7339,2130.303,4206.608,5105.502,4952.6255,3005.9114
2022-05-30,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,,,,,,,,
2022-05-25,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1483.2491,1820.8739,1424.5356,2201.3506,4005.0728,4604.115,4440.8545,3196.3235
2022-05-20,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1513.1162,1851.6415,1530.8436,2171.6248,3712.7769,4318.7153,4108.695,3154.0344
2022-05-15,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1660.3871,1957.2443,1682.4424,2244.7927,3006.7144,3211.3708,3064.5483,2364.0347
2022-05-10,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1948.265,2223.6794,2109.4502,2397.9316,3067.6096,3395.1055,3171.131,2497.916
2022-04-30,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,,,,,,,,
2022-04-25,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,2019.2949,2036.1039,1871.4089,2377.239,2675.2493,2858.3787,2764.5083,2466.8625
2022-04-20,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,2201.291,2122.5552,2057.0706,2340.6877,2106.8567,2190.699,2050.956,1542.2545
2022-04-15,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,2401.093,2456.3604,2523.498,2562.5952,2442.6235,2513.583,2405.0444,1836.9231
2022-04-10,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,2406.7488,2352.403,2331.2556,2684.2563,2838.1172,3038.117,2993.8838,2982.572
2022-04-05,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,2153.1655,2105.118,1730.5018,2858.9263,3532.1316,3819.9573,3765.092,3440.296
2022-03-31,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,,,,,,,,
2022-03-26,Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,1854.8898,2097.4321,1652.7454,2829.7156,4240.2607,4722.5605,4686.1577,3209.1162
2022-08-03,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,,,,,,,,
2022-07-29,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1536.5494,1821.1355,1519.5376,2297.2144,4027.3525,4878.563,4762.2324,2854.184
2022-07-24,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,2344.4167,2571.5,2683.8333,2579.8333,3030.3333,3247.6667,3396.3333,2581.3333
2022-07-19,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1591.3187,1796.1499,1550.501,2146.8386,3477.1008,4210.877,4085.7524,2748.3684
2022-07-14,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,,,,,,,,
2022-07-09,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1760.6737,1955.0938,1755.1947,2276.0327,3619.616,4409.5864,4253.0376,2944.4211
2022-07-04,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,,,,,,,,
2022-06-29,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,,,,,,,,
2022-06-24,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1717.7098,1949.4054,1749.2346,2262.0786,3749.5784,4422.9805,4272.827,2962.549
2022-06-19,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1664.123,1877.2653,1619.2076,2252.0781,3649.6436,4368.4985,4243.349,2978.454
2022-06-14,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,5799.0,6455.0,6740.0,5340.0,6445.0,6182.0,6553.0,5461.0
2022-06-09,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1600.4221,1818.8516,1537.7843,2167.9878,3573.873,4241.117,4101.2324,2976.7043
2022-06-04,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1601.7308,1887.9138,1580.5083,2242.745,3730.3884,4254.932,4107.65,2902.6814
2022-05-30,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,,,,,,,,
2022-05-25,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1672.2579,1882.6517,1564.0853,2241.3533,3357.832,3756.2676,3632.1934,2695.3064
2022-05-20,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1597.3118,1724.4736,1502.4337,2029.0599,2815.1904,3231.3286,3084.1895,2368.9282
2022-05-15,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1825.872,1931.8207,1684.2379,2347.2253,3277.6677,3628.256,3541.3933,3080.4468
2022-05-10,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,2065.2349,2343.519,2276.5615,2529.8389,3441.2595,3991.5122,3735.528,2717.8232
2022-04-30,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,,,,,,,,
2022-04-25,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1995.4434,2020.8877,1822.0892,2455.2,3217.2478,3535.1978,3449.4004,3000.037
2022-04-20,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,2161.3142,2306.3809,2163.6787,2674.0454,3496.6821,3956.144,3867.4307,3128.6438
2022-04-15,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,2065.9128,2293.4197,2390.0,2365.7908,2817.472,3038.3386,2946.8206,2209.2751
2022-04-10,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,2246.3188,2425.6252,2349.7468,2740.9307,3540.7065,3988.3489,3925.1843,3066.8486
2022-04-05,Chau_Phu,10.548566,105.198194,SA,T,05-08-2022,2.7,6400,1677.6666,1828.2649,1556.2556,2246.1853,3267.9988,3640.8408,3546.3145,2652.4055
2022-08-03,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,,,,,,,,
2022-07-29,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,,,,,,,,
2022-07-24,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,2063.2178,2283.5269,2249.082,2495.5715,3391.1106,3812.0356,3738.7305,2662.8787
2022-07-19,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,1585.8478,1811.5854,1579.9572,2185.1108,3846.416,4773.3335,4626.8047,2854.5156
2022-07-14,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,,,,,,,,
2022-07-09,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,1537.1666,1729.0555,1534.8334,2046.1111,3646.6667,4614.4443,4465.1113,2785.7778
2022-07-04,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,,,,,,,,
2022-06-29,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,,,,,,,,
2022-06-24,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,,,,,,,,
2022-06-19,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,1621.4824,1869.4658,1600.0118,2254.746,3797.0464,4555.091,4390.7144,3002.7031
2022-06-14,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,1830.4292,2203.8843,1925.5441,2606.7812,4488.121,5221.752,5044.3623,3370.2573
2022-06-09,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,1589.6549,1812.3807,1520.4348,2162.7341,3466.4695,4021.8691,3889.9946,3053.9114
2022-06-04,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,1705.8665,1970.5305,1663.7795,2334.9775,3552.504,3942.5046,3795.292,2853.9097
2022-05-30,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,,,,,,,,
2022-05-25,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,1770.3159,1846.2648,1581.3671,2190.6538,2690.665,2935.802,2825.4832,2234.1387
2022-05-20,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,1500.79,1499.0428,1321.2617,1803.461,2145.082,2369.95,2229.7566,1905.9037
2022-05-15,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,1959.0541,1952.1143,1731.373,2380.6418,2889.6973,3090.8257,3012.3308,3012.0583
2022-05-10,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,,,,,,,,
2022-04-30,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,,,,,,,,
2022-04-25,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,2097.2666,2085.6099,1949.3352,2477.3132,2901.8186,3089.6758,3010.6814,2663.2363
2022-04-20,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,2366.504,2279.0518,2133.9097,2765.2112,3233.2266,3563.4788,3500.4343,3514.0107
2022-04-15,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,2323.5781,2396.3767,2260.7974,2908.7556,3588.0215,3905.9797,3938.6125,3235.1943
2022-04-10,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,2411.988,2624.3694,2612.5742,2961.6587,3660.0723,4062.0642,4041.6948,3089.7349
2022-04-05,Chau_Phu,10.557257,105.1886,SA,T,05-08-2022,1.8,5500,1740.201,1841.2635,1576.0298,2322.3718,3246.8518,3593.1582,3514.5835,2693.1292
2022-08-03,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,,,,,,,,
2022-07-29,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,1702.6138,1906.7773,1568.9524,2466.6736,4000.3066,4717.964,4596.9917,3022.5334
2022-07-24,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,1694.3695,1958.1829,1760.4575,2365.0093,3858.7559,4503.13,4395.8896,2660.3596
2022-07-19,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,,,,,,,,
2022-07-14,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,,,,,,,,
2022-07-09,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,1655.9088,1873.5508,1668.6139,2202.1614,3707.6956,4546.393,4386.718,2773.825
2022-07-04,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,,,,,,,,
2022-06-29,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,,,,,,,,
2022-06-24,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,,,,,,,,
2022-06-19,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,1728.7872,2015.2766,1858.0851,2308.9893,4044.351,5030.5107,4837.0317,2976.8403
2022-06-14,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,1848.0734,2199.9534,1945.41,2615.3157,4786.569,5760.169,5605.418,3362.1646
2022-06-09,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,1516.3442,1740.8307,1448.4773,2114.3591,3782.9304,4572.869,4427.2207,2899.348
2022-06-04,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,1591.5498,1896.8883,1559.416,2307.2915,4203.7524,4899.45,4741.7603,3037.6836
2022-05-30,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,,,,,,,,
2022-05-25,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,1624.2888,1877.3542,1509.6138,2261.1052,3838.0164,4368.908,4211.7554,3021.9204
2022-05-20,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,1586.0021,1788.1422,1492.4218,2116.497,3271.8237,3791.2112,3585.3784,2639.7583
2022-05-15,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,1840.1653,2013.5918,1742.3672,2438.14,3750.476,4266.3105,4087.1355,3013.8376
2022-05-10,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,,,,,,,,
2022-04-30,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,,,,,,,,
2022-04-25,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,2162.6875,2132.5,2069.1875,2531.375,2929.875,3191.625,2606.1875,2642.875
2022-04-20,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,2211.4827,2226.177,2168.876,2531.835,2965.592,3293.0408,3181.8472,2606.1094
2022-04-15,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,2252.7522,2651.523,2909.5596,2473.477,3128.9358,3439.4495,3265.5413,1848.6146
2022-04-10,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,,,,,,,,
2022-04-05,Chau_Phu,10.576126,105.183375,SA,T,05-08-2022,1.5,5500,1794.2717,1972.9467,1571.4446,2614.5476,3823.552,4243.0,4133.5938,3027.3647
2022-08-03,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,,,,,,,,
2022-07-29,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,1654.6433,1823.7233,1493.3839,2409.8396,3782.9272,4436.5923,4348.537,2919.0576
2022-07-24,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,,,,,,,,
2022-07-19,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,,,,,,,,
2022-07-14,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,,,,,,,,
2022-07-09,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,1605.1494,1807.1494,1596.6519,2159.7593,3555.3726,4328.8433,4207.7817,2709.3672
2022-07-04,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,,,,,,,,
2022-06-29,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,,,,,,,,
2022-06-24,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,,,,,,,,
2022-06-19,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,1922.1008,2270.4585,2070.9526,2615.3083,4523.1465,5604.9014,5413.925,3332.9604
2022-06-14,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,1683.4923,2013.9841,1723.491,2452.9604,4587.5083,5476.9766,5342.325,3256.4978
2022-06-09,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,1396.3092,1665.899,1359.2599,2037.5822,3873.4668,4727.7236,4593.416,2982.2322
2022-06-04,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,1409.9791,1763.8842,1418.0878,2149.9868,4247.5205,5027.52,4868.2183,3019.5537
2022-05-30,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,,,,,,,,
2022-05-25,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,1485.4083,1775.7555,1415.6171,2137.6414,3738.1887,4258.074,4095.953,2791.813
2022-05-20,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,1904.3673,2109.5347,1858.8295,2407.3342,3365.532,3802.8762,3581.8647,2829.8328
2022-05-15,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,1549.8153,1774.6913,1483.0381,2131.789,3052.033,3311.2856,3176.6216,2407.452
2022-05-10,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,2277.991,2464.5908,2547.2637,2559.0454,2661.4,2833.4272,2703.1726,2077.0273
2022-04-30,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,,,,,,,,
2022-04-25,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,2054.4905,2036.8922,1870.704,2425.8545,2803.4717,3020.6948,2931.9014,2025.0205
2022-04-20,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,2322.175,2294.3604,2212.0059,2628.2705,2944.5437,3222.6318,3130.5903,2678.7905
2022-04-15,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,,,,,,,,
2022-04-10,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,2448.9026,2563.4956,2485.1165,2968.8208,3624.3394,4023.7158,3963.1768,3304.5264
2022-04-05,Chau_Phu,10.56984,105.190938,SA,T,05-08-2022,2.3,6500,1830.2399,1979.1327,1566.5659,2684.5767,3853.3555,4262.5957,4174.9697,3075.822
2022-08-03,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,,,,,,,,
2022-07-29,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1863.0074,2018.055,1701.3975,2619.4878,3683.6235,4212.534,4125.9062,3066.7527
2022-07-24,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,,,,,,,,
2022-07-19,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1673.1841,1904.2427,1594.874,2423.1177,3896.0,4621.925,4513.674,2919.77
2022-07-14,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,,,,,,,,
2022-07-09,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1626.5762,1858.5461,1620.6266,2231.647,3743.309,4600.286,4465.459,2785.8733
2022-07-04,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,,,,,,,,
2022-06-29,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,,,,,,,,
2022-06-24,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1505.8088,1768.2471,1555.8235,2093.6775,3998.6611,4967.716,4810.061,2917.8826
2022-06-19,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,,,,,,,,
2022-06-14,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1643.4802,1935.4424,1648.1676,2366.1392,4395.553,5362.893,5229.7065,3050.834
2022-06-09,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1414.6813,1647.4524,1356.9917,2024.21,3686.3062,4525.322,4396.4883,2752.6892
2022-06-04,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1441.7197,1759.4441,1418.8774,2158.5828,4115.3267,4913.4404,4752.601,2887.7415
2022-05-30,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,2519.6296,2859.8997,2796.5051,3073.5466,4394.204,5149.3354,4825.381,3488.3425
2022-05-25,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1467.4653,1863.625,1459.3195,2214.0972,4220.653,4880.5625,4687.1943,3193.389
2022-05-20,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1541.2554,1738.4857,1478.4473,2027.2859,3071.5671,3524.6572,3331.7964,2516.822
2022-05-15,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1912.7365,2016.076,1709.9457,2578.386,3669.5435,4050.0164,3959.625,3044.8152
2022-05-10,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1938.178,2104.0945,1935.337,2443.8176,3065.979,3398.7244,3233.292,2477.6147
2022-04-30,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,,,,,,,,
2022-04-25,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1876.6274,1947.793,1738.6849,2374.2922,3078.4883,3384.0867,3308.0193,2417.5623
2022-04-20,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,2164.604,2348.8918,2251.578,2688.974,3629.0735,4153.952,4066.7144,3034.2815
2022-04-15,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,,,,,,,,
2022-04-10,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,2510.2126,2448.1814,2291.1907,3039.1638,3692.1162,4130.3506,4106.9907,4021.6294
2022-04-05,Chau_Phu,10.585739,105.193578,SA,T,05-08-2022,2.3,5500,1776.925,1949.1637,1554.6249,2612.3718,3780.7415,4199.162,4104.2686,3012.2974
2022-03-31,Chau_Phu,10.510542,105.248554,WS,T,01-04-2022,3.4,6800,2152.41,2265.0247,1983.3442,2902.131,3756.7048,4228.4756,4153.541,3178.9016
2022-03-26,Chau_Phu,10.510542,105.248554,WS,T,01-04-2022,3.4,6800,1912.0664,2067.8506,1629.2656,2898.3765,4183.0,4682.5537,4736.0957,3278.8303
2022-03-21,Chau_Phu,10.510542,105.248554,WS,T,01-04-2022,3.4,6800,2561.2988,2764.1926,2650.4424,3157.172,3941.203,4400.96,4213.423,3155.8804
2022-03-16,Chau_Phu,10.510542,105.248554,WS,T,01-04-2022,3.4,6800,,,,,,,,
2022-03-11,Chau_Phu,10.510542,105.248554,WS,T,01-04-2022,3.4,6800,1541.1338,1810.4436,1466.0442,2290.9277,3940.0342,4824.602,4853.5864,2616.7612
2022-03-06,Chau_Phu,10.510542,105.248554,WS,T,01-04-2022,3.4,6800,1848.1582,2102.0562,1826.5814,2492.7512,4045.914,4809.9175,4673.6587,2782.2234
