District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha)
Chau_Thanh,10.399256,105.204494,WS,T,22-03-2022,1.76,7000
Chau_Thanh,10.387459,105.205582,WS,T,22-03-2022,6.6,7200
Chau_Thanh,10.375756,105.208993,WS,T,22-03-2022,1.98,6800
Chau_Thanh,10.370371,105.275589,WS,T,22-03-2022,3,6880
Chau_Thanh,10.387619,105.243467,WS,T,22-03-2022,1.3,7000
Chau_Thanh,10.404721,105.258428,WS,T,22-03-2022,5,7000
Chau_Thanh,10.395256,105.268561,WS,T,22-03-2022,1.5,8000
Chau_Thanh,10.380497,105.274972,WS,T,22-03-2022,3.5,7040
Chau_Thanh,10.359519,105.360913,WS,T,10-04-2022,4,8000
Chau_Thanh,10.364433,105.327337,WS,T,10-04-2022,2,7200
Chau_Thanh,10.38045,105.349866,WS,T,10-04-2022,2.5,7200
Chau_Thanh,10.374447,105.330923,WS,T,10-04-2022,3.2,7600
Chau_Thanh,10.356519,105.30945,WS,T,10-04-2022,5,7200
Chau_Thanh,10.363786,105.288188,WS,T,10-04-2022,2.8,8000
Chau_Thanh,10.369819,105.304833,WS,T,10-04-2022,2.2,7200
Thoai_Son,10.262288,105.409359,SA,T,05-07-2022,2.3,6000
Thoai_Son,10.270666,105.424059,SA,T,05-07-2022,1.7,6000
Thoai_Son,10.282741,105.414218,SA,D,05-07-2022,2.9,5600
Thoai_Son,10.292251,105.405536,SA,D,05-07-2022,1.26,5600
Thoai_Son,10.303175,105.416814,SA,D,05-07-2022,2,6240
Thoai_Son,10.34297,105.382435,SA,D,12-07-2022,1.87,6400
Thoai_Son,10.334417,105.375498,SA,D,12-07-2022,3,6000
Thoai_Son,10.31856,105.374468,SA,D,12-07-2022,1.4,5600
Thoai_Son,10.320676,105.364971,SA,D,12-07-2022,2.1,6400
Thoai_Son,10.3037,105.354593,SA,T,12-07-2022,4,6400
Thoai_Son,10.314233,105.359823,SA,D,12-07-2022,1.52,6800
Thoai_Son,10.303437,105.381252,SA,T,12-07-2022,2.1,6000
Thoai_Son,10.275826,105.364451,SA,T,12-07-2022,2.1,6800
Thoai_Son,10.257715,105.375007,SA,T,12-07-2022,1.65,6000
Thoai_Son,10.342299,105.365285,SA,T,20-07-2022,4,6000
Thoai_Son,10.327284,105.359541,SA,T,20-07-2022,5,6000
Thoai_Son,10.342217,105.346028,SA,T,20-07-2022,3,5600
Thoai_Son,10.327543,105.350908,SA,T,20-07-2022,2,6160
Thoai_Son,10.327617,105.33024,SA,T,20-07-2022,2.95,5600
Thoai_Son,10.339092,105.325101,SA,T,20-07-2022,1.5,5600
Thoai_Son,10.282445,105.330149,SA,T,20-07-2022,2.04,5440
Thoai_Son,10.258961,105.323388,SA,T,20-07-2022,3,6000
Thoai_Son,10.249044,105.347198,SA,T,20-07-2022,3.5,6000
Thoai_Son,10.268095,105.344826,SA,T,20-07-2022,1.5,6000
Thoai_Son,10.268524,105.337611,SA,T,20-07-2022,2,6000
Thoai_Son,10.248814,105.361138,SA,T,20-07-2022,5,5600
Thoai_Son,10.306769,105.34023,SA,T,20-07-2022,2.1,6000
Thoai_Son,10.316024,105.309873,SA,T,20-07-2022,1.39,5600
Thoai_Son,10.298963,105.275991,SA,T,20-07-2022,2.1,6000
Thoai_Son,10.282365,105.276189,SA,T,20-07-2022,1.91,5600
Thoai_Son,10.272277,105.291556,SA,T,20-07-2022,1.5,6000
Thoai_Son,10.277579,105.307934,SA,T,20-07-2022,2.3,6000
Thoai_Son,10.345924,105.270456,SA,T,20-07-2022,1.5,5200
Thoai_Son,10.303589,105.234936,SA,T,20-07-2022,2,6000
Thoai_Son,10.319903,105.230831,SA,T,20-07-2022,1.62,6000
Thoai_Son,10.325047,105.251136,SA,T,20-07-2022,2,5600
Thoai_Son,10.320371,105.259016,SA,T,20-07-2022,1.52,5600
Thoai_Son,10.3154,105.280846,SA,T,20-07-2022,2.3,6000
Thoai_Son,10.33114,105.278682,SA,T,20-07-2022,2.1,5600
Thoai_Son,10.337977,105.288583,SA,T,20-07-2022,2.1,5600
Thoai_Son,10.299014,105.215448,SA,T,23-07-2022,3,5600
Thoai_Son,10.309139,105.215737,SA,T,23-07-2022,3.6,6000
Thoai_Son,10.318227,105.218967,SA,T,23-07-2022,3.5,6000
Thoai_Son,10.327832,105.216844,SA,T,23-07-2022,6,5600
Thoai_Son,10.346876,105.206507,SA,T,23-07-2022,4,5600
Thoai_Son,10.337185,105.197822,SA,T,23-07-2022,3,5600
Thoai_Son,10.321392,105.177554,SA,T,23-07-2022,6,6000
Thoai_Son,10.319027,105.191902,SA,T,23-07-2022,4,5200
Thoai_Son,10.303766,105.203102,SA,T,23-07-2022,2.2,5600
Thoai_Son,10.287565,105.192862,SA,T,23-07-2022,2.2,5600
Thoai_Son,10.290816,105.182958,SA,T,23-07-2022,2,5600
Thoai_Son,10.283233,105.260351,SA,T,22-07-2022,5,5600
Thoai_Son,10.275776,105.258985,SA,T,22-07-2022,1.5,5600
Thoai_Son,10.284315,105.252391,SA,T,22-07-2022,3.3,5600
Thoai_Son,10.281994,105.246519,SA,T,22-07-2022,3.2,5600
Thoai_Son,10.280407,105.223352,SA,T,22-07-2022,1.88,5600
Thoai_Son,10.244181,105.230614,SA,T,22-07-2022,2.3,6400
Thoai_Son,10.250745,105.24539,SA,T,22-07-2022,3,5200
Thoai_Son,10.214156,105.214175,SA,T,20-07-2022,5,6000
Thoai_Son,10.208515,105.202809,SA,T,20-07-2022,2.67,6400
Thoai_Son,10.212886,105.174836,SA,T,20-07-2022,2.4,5600
Thoai_Son,10.246984,105.216849,SA,T,20-07-2022,4,5600
Thoai_Son,10.205563,105.193771,SA,T,20-07-2022,2.1,5600
Thoai_Son,10.195117,105.200047,SA,T,20-07-2022,3.2,5600
Thoai_Son,10.265977,105.125368,SA,T,20-07-2022,2,5600
Thoai_Son,10.227394,105.164987,SA,T,20-07-2022,3,5600
Thoai_Son,10.232673,105.15164,SA,T,20-07-2022,4,5600
Thoai_Son,10.262681,105.14739,SA,T,25-07-2022,5,6520
Thoai_Son,10.284027,105.15814,SA,T,25-07-2022,3.2,5600
Thoai_Son,10.254048,105.172039,SA,T,20-07-2022,3.6,5600
Thoai_Son,10.245058,105.178415,SA,T,20-07-2022,1.7,5600
Thoai_Son,10.297494,105.145318,SA,T,25-07-2022,9,5600
Thoai_Son,10.320247,105.141848,SA,T,25-07-2022,2.5,5600
Thoai_Son,10.30701,105.130668,SA,T,25-07-2022,4.9,5600
Thoai_Son,10.325825,105.129268,SA,T,25-07-2022,5,5600
Thoai_Son,10.331447,105.158675,SA,T,12-07-2022,4,6400
Thoai_Son,10.35091,105.142796,SA,T,12-07-2022,1.97,5600
Thoai_Son,10.35853,105.127583,SA,T,12-07-2022,4.2,5600
Thoai_Son,10.368598,105.136423,SA,T,12-07-2022,1.72,5600
Thoai_Son,10.364419,105.164984,SA,T,12-07-2022,7.8,5600
Thoai_Son,10.358727,105.222371,SA,T,21-07-2022,2,5600
Thoai_Son,10.358094,105.189541,SA,T,21-07-2022,2,5600
Thoai_Son,10.368014,105.238516,SA,T,21-07-2022,6.2,5600
Thoai_Son,10.365734,105.267634,SA,T,21-07-2022,2.5,5600
Thoai_Son,10.282741,105.414218,WS,D,18-03-2022,2.9,6800
Thoai_Son,10.292251,105.405536,WS,D,18-03-2022,1.26,7200
Thoai_Son,10.303175,105.416814,WS,D,18-03-2022,2,8000
Thoai_Son,10.320924,105.404264,WS,D,18-03-2022,3.6,8000
Thoai_Son,10.335158,105.395026,WS,D,18-03-2022,2.2,7600
Thoai_Son,10.34297,105.382435,WS,D,28-03-2022,1.87,7200
Thoai_Son,10.3037,105.354593,WS,T,28-03-2022,4,7600
Thoai_Son,10.292156,105.361294,WS,T,28-03-2022,2.3,7600
Thoai_Son,10.314233,105.359823,WS,D,28-03-2022,1.52,8000
Thoai_Son,10.275826,105.364451,WS,T,28-03-2022,2.1,6960
Thoai_Son,10.257715,105.375007,WS,T,28-03-2022,1.65,7200
Thoai_Son,10.342299,105.365285,WS,T,12-04-2022,4,6640
Thoai_Son,10.33791,105.357013,WS,T,12-04-2022,2,7200
Thoai_Son,10.342217,105.346028,WS,T,12-04-2022,3,7600
Thoai_Son,10.327543,105.350908,WS,T,12-04-2022,2,7600
Thoai_Son,10.339092,105.325101,WS,T,12-04-2022,1.5,6640
Thoai_Son,10.342809,105.315657,WS,T,12-04-2022,3,6640
Thoai_Son,10.290802,105.32462,WS,T,10-04-2022,1.9,7200
Thoai_Son,10.28697,105.341571,WS,T,10-04-2022,1.78,6640
Thoai_Son,10.282445,105.330149,WS,T,10-04-2022,2.04,6640
Thoai_Son,10.258961,105.323388,WS,T,10-04-2022,3,7760
Thoai_Son,10.27049,105.316832,WS,T,10-04-2022,2.5,7600
Thoai_Son,10.252308,105.334358,WS,T,10-04-2022,2,7600
Thoai_Son,10.249044,105.347198,WS,T,10-04-2022,3.5,7200
Thoai_Son,10.248814,105.361138,WS,T,10-04-2022,5,8000
Thoai_Son,10.328521,105.30163,WS,T,10-04-2022,1.6,6800
Thoai_Son,10.316024,105.309873,WS,T,10-04-2022,1.39,7440
Thoai_Son,10.306886,105.290958,WS,T,10-04-2022,1.85,8000
Thoai_Son,10.298963,105.275991,WS,T,10-04-2022,2.1,7600
Thoai_Son,10.272277,105.291556,WS,T,10-04-2022,1.5,6400
Thoai_Son,10.277579,105.307934,WS,T,10-04-2022,2.3,8000
Thoai_Son,10.291025,105.299533,WS,T,10-04-2022,1.5,7600
Thoai_Son,10.309795,105.31553,WS,T,10-04-2022,2,8000
Thoai_Son,10.345924,105.270456,WS,T,12-04-2022,1.5,7200
Thoai_Son,10.29466,105.248528,WS,T,13-04-2022,2.2,7840
Thoai_Son,10.307585,105.254064,WS,T,13-04-2022,1.7,7200
Thoai_Son,10.303589,105.234936,WS,T,13-04-2022,2,6400
Thoai_Son,10.319903,105.230831,WS,T,13-04-2022,1.62,6400
Thoai_Son,10.331036,105.232626,WS,T,13-04-2022,2.6,8000
Thoai_Son,10.332664,105.264027,WS,T,13-04-2022,4,6400
Thoai_Son,10.33114,105.278682,WS,T,13-04-2022,2.1,8000
Thoai_Son,10.28859,105.207594,WS,T,16-04-2022,1.75,8000
Thoai_Son,10.309139,105.215737,WS,T,16-04-2022,3.6,7200
Thoai_Son,10.318227,105.218967,WS,T,16-04-2022,3.5,8000
Thoai_Son,10.327832,105.216844,WS,T,16-04-2022,6,8000
Thoai_Son,10.346876,105.206507,WS,T,12-04-2022,4,8000
Thoai_Son,10.340626,105.172116,WS,T,12-04-2022,3,7200
Thoai_Son,10.321392,105.177554,WS,T,16-04-2022,6,7200
Thoai_Son,10.265814,105.21507,WS,T,20-04-2022,5,7200
Thoai_Son,10.257436,105.217205,WS,T,20-04-2022,2.3,7200
Thoai_Son,10.283233,105.260351,WS,T,20-04-2022,5,7200
Thoai_Son,10.275776,105.258985,WS,T,20-04-2022,1.5,6400
Thoai_Son,10.281994,105.246519,WS,T,20-04-2022,3.2,6400
Thoai_Son,10.280379,105.241273,WS,T,20-04-2022,2.54,6400
Thoai_Son,10.244181,105.230614,WS,T,20-04-2022,2.3,6400
Thoai_Son,10.23625,105.234527,WS,T,20-04-2022,2.3,8000
Thoai_Son,10.227343,105.230821,WS,T,05-04-2022,1.8,7200
Thoai_Son,10.208515,105.202809,WS,T,05-04-2022,2.67,7200
Thoai_Son,10.228207,105.177659,WS,T,05-04-2022,4,6400
Thoai_Son,10.22418,105.198785,WS,T,05-04-2022,2.5,6640
Thoai_Son,10.236082,105.210347,WS,T,05-04-2022,2,8000
Thoai_Son,10.195117,105.200047,WS,T,05-04-2022,3.2,7200
Thoai_Son,10.265977,105.125368,WS,T,22-04-2022,2,8000
Thoai_Son,10.227394,105.164987,WS,T,22-04-2022,3,8000
Thoai_Son,10.262836,105.117192,WS,T,22-04-2022,6,6400
Thoai_Son,10.262681,105.14739,WS,T,22-04-2022,5,6400
Thoai_Son,10.24991,105.206339,WS,T,22-04-2022,4,8000
Thoai_Son,10.270486,105.19207,WS,T,22-04-2022,3.2,8000
Thoai_Son,10.279364,105.19089,WS,T,22-04-2022,3,7200
Thoai_Son,10.284027,105.15814,WS,T,22-04-2022,3.2,8000
Thoai_Son,10.254048,105.172039,WS,T,22-04-2022,3.6,7200
Thoai_Son,10.255579,105.190922,WS,T,22-04-2022,1.65,8000
Thoai_Son,10.245058,105.178415,WS,T,22-04-2022,1.7,7200
Thoai_Son,10.286013,105.107472,WS,T,22-04-2022,2.3,7600
Thoai_Son,10.281814,105.114918,WS,T,22-04-2022,5,6640
Thoai_Son,10.283009,105.129752,WS,T,22-04-2022,6,7600
Thoai_Son,10.284175,105.143442,WS,T,22-04-2022,1.26,8000
Thoai_Son,10.297494,105.145318,WS,T,09-04-2022,9,6640
Thoai_Son,10.30701,105.130668,WS,T,09-04-2022,4.9,7200
Thoai_Son,10.331447,105.158675,WS,T,12-04-2022,4,7840
Thoai_Son,10.35853,105.127583,WS,T,12-04-2022,4.2,6400
Thoai_Son,10.368598,105.136423,WS,T,12-04-2022,1.72,6400
Thoai_Son,10.364419,105.164984,WS,T,12-04-2022,7.8,6640
Thoai_Son,10.358094,105.189541,WS,T,12-04-2022,2,7200
Thoai_Son,10.368014,105.238516,WS,T,12-04-2022,6.2,7200
Thoai_Son,10.275419,105.234563,WS,T,20-04-2022,3,6400
Thoai_Son,10.304295,105.27046,WS,T,13-04-2022,2.3,7200
