name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chau Phu,2022-01-29,32,23,26.6,37.9,23,28.7,23.7,85.3,0,0,0,rain,0,0,26.6,11.2,201.3,1009.9,48.6,10.5,190.5,16.6,8,30,2022-01-29T06:22:29,2022-01-29T18:01:55,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-01-30,31,23,27,36.5,23,28.9,23.6,82.9,0,0,0,,0,0,25.6,11.2,162.2,1010.2,45.2,11.1,233.9,20.2,8,10,2022-01-30T06:22:26,2022-01-30T18:02:18,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2022-01-31,31,22,26.3,34.6,22,27.6,22.3,80.5,0.1,100,4.17,rain,0,0,39.6,22.3,102.2,1010.4,41.1,10.3,276.5,24.1,9,10,2022-01-31T06:22:23,2022-01-31T18:02:41,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-01,31,23,26.8,35.5,23,28.3,22.3,77.8,0.1,100,4.17,rain,0,0,41,20.5,107.2,1010.4,33.3,11.3,277.1,24.2,9,10,2022-02-01T06:22:18,2022-02-01T18:03:03,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-02,32,22.9,27,35.7,22.9,28.3,21.8,74.7,0,0,0,,0,0,38.2,24.1,113,1011.2,35.4,11.4,279.8,24.4,9,10,2022-02-02T06:22:12,2022-02-02T18:03:25,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-03,32,23,27.3,37.1,23,29,22.7,77.8,0,0,0,,0,0,41.4,22.3,92.6,1010.8,37.9,11.2,273,24,9,10,2022-02-03T06:22:05,2022-02-03T18:03:46,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-04,32,24,27.2,36.1,24,28.8,22.7,77.6,0.4,100,12.5,rain,0,0,37.4,16.6,75,1010.1,42.2,11.3,196.2,17.2,9,30,2022-02-04T06:21:57,2022-02-04T18:04:06,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-05,32,23,26.9,35.4,23,28.4,22.5,78.7,0,0,0,,0,0,27.7,14.8,64.1,1010.5,41.1,11.3,262.8,22.8,9,10,2022-02-05T06:21:48,2022-02-05T18:04:26,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-06,31,23,26.9,34.5,23,28.5,22.2,76.6,0,0,0,,0,0,20.9,20.5,50.1,1010.9,50.3,11.3,237.2,20.7,8,10,2022-02-06T06:21:38,2022-02-06T18:04:45,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-07,31.3,23,27.3,35.7,23,29.4,23,78.5,0,0,0,rain,0,0,31.7,16.6,84.6,1010.7,49.6,11.7,199.2,17.3,7,10,2022-02-07T06:21:27,2022-02-07T18:05:03,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2022-02-08,32,24,27.5,35.8,24,29.4,23.1,78.2,0.9,100,12.5,rain,0,0,47.2,18.4,87.4,1010.4,44.7,10.7,227.9,19.8,9,10,2022-02-08T06:21:15,2022-02-08T18:05:21,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-09,32,24,27.3,36,24,28.9,22.6,77,0,0,0,,0,0,45.4,20.5,87,1010.3,46.9,11.4,256.1,22.4,8,10,2022-02-09T06:21:03,2022-02-09T18:05:38,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-10,32,25,27.5,36.8,25,29.3,22.6,75.9,0.8,100,4.17,rain,0,0,43.9,20.5,82.1,1009.7,43.7,10.9,232.4,20.5,8,30,2022-02-10T06:20:49,2022-02-10T18:05:55,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-11,32,24,27.1,35.8,24,28.5,22.4,76.9,0.1,100,4.17,rain,0,0,38.9,22.3,78.5,1009,68.3,11.3,248.9,21.5,8,10,2022-02-11T06:20:34,2022-02-11T18:06:10,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-12,30.7,23,26.6,36.1,23,28.2,22.6,79.3,2.2,100,16.67,rain,0,0,34.2,18.4,67.7,1008.1,38.7,10.8,141.7,12.5,6,10,2022-02-12T06:20:18,2022-02-12T18:06:26,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-13,31.3,24,27.1,35.2,24,28.8,22.4,76.6,0,0,0,,0,0,38.5,24.1,86.7,1007.2,56.6,11.9,182,16.1,8,10,2022-02-13T06:20:02,2022-02-13T18:06:40,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Chau Phu,2022-02-14,33,23.6,27.7,38.1,23.6,29.9,23,76.9,0.1,100,4.17,rain,0,0,43.2,25.9,95.2,1008,42.1,11.9,159.1,14,7,30,2022-02-14T06:19:44,2022-02-14T18:06:54,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2022-02-15,32.2,24,27.5,36.8,24,29.1,22.4,75.2,0.2,100,8.33,rain,0,0,38.9,25.9,90.4,1008.4,45.6,11.3,195,17.1,8,10,2022-02-15T06:19:26,2022-02-15T18:07:08,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-16,31.1,25,27.1,35.7,25,28.8,23.2,80.1,0.8,100,8.33,rain,0,0,35.3,19.5,92.5,1008,59,11.3,175.9,15.3,8,10,2022-02-16T06:19:07,2022-02-16T18:07:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-17,32,24,27.2,36.4,24,29.1,23.1,79.8,0.2,100,4.17,rain,0,0,34.6,16.6,105.6,1007.9,49.1,11.1,213.9,18.8,9,10,2022-02-17T06:18:47,2022-02-17T18:07:32,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-18,32,24,27.2,36.8,24,29,23.2,80.4,0.1,100,4.17,rain,0,0,34.9,18.4,105.3,1008.7,50.7,11.3,285.8,25,9,10,2022-02-18T06:18:26,2022-02-18T18:07:44,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-19,32.2,22,27.1,36.8,22,29,22.9,79.8,0,0,0,,0,0,31.3,13,131.2,1010,53.2,10.7,284,24.8,9,10,2022-02-19T06:18:04,2022-02-19T18:07:55,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-20,32,23,26.9,36.8,23,29,23.2,81.8,0.2,100,8.33,rain,0,0,28.1,13,119,1009.6,53.3,10.9,244.5,21.1,8,30,2022-02-20T06:17:42,2022-02-20T18:08:05,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-21,32,24,27.7,36.8,24,29.5,22.8,75.8,0,0,0,,0,0,32.4,18.2,110.5,1010.3,40,11.3,165.3,14.5,8,10,2022-02-21T06:17:19,2022-02-21T18:08:15,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-22,31,23,25.9,36.5,23,27.1,23.1,85.4,5,100,4.17,rain,0,0,29.5,13.9,36.2,1011.7,64.3,11.2,165.6,14.6,9,10,2022-02-22T06:16:55,2022-02-22T18:08:24,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-23,32,23,25.9,37.9,23,27.6,23.3,86.5,5.1,100,8.33,rain,0,0,38.9,12.2,20.1,1012.1,55.5,10.1,262.9,22.9,9,10,2022-02-23T06:16:30,2022-02-23T18:08:33,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-24,30,23,25.8,33.3,23,26.9,22.4,82.9,2,100,4.17,rain,0,0,31.7,16.6,20.7,1012.5,58.9,10,239.2,20.9,8,10,2022-02-24T06:16:05,2022-02-24T18:08:41,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-25,30,22,26.2,32.6,22,27.3,20.7,72.1,0.1,100,4.17,rain,0,0,29.5,13,35.7,1012.3,60.8,10.8,230.4,20.2,8,10,2022-02-25T06:15:39,2022-02-25T18:08:49,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-26,33,23,27.4,35.3,23,28.4,20.8,69,0,0,0,,0,0,45,31.7,67.3,1011.8,56.8,10.8,245.8,21.4,7,10,2022-02-26T06:15:12,2022-02-26T18:08:56,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-27,33,24,27.9,35.4,24,29.3,21.5,69.6,0,0,0,,0,0,41.4,31.7,87.3,1011.4,50.9,11.4,271.4,23.8,9,10,2022-02-27T06:14:45,2022-02-27T18:09:03,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-02-28,33,24,27.8,37,24,29.4,22,72,0,0,0,,0,0,38.9,22.3,84.6,1011.1,40,11.3,278,24.1,9,10,2022-02-28T06:14:17,2022-02-28T18:09:09,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-01,33,25,28.1,36.1,25,29.7,22,71.1,0,0,0,,0,0,37.8,24.1,99.3,1010.8,45.5,11.3,103.3,8,6,10,2022-03-01T06:13:49,2022-03-01T18:09:14,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-02,33,25,28.1,37,25,30.1,22.2,71.3,22,100,4.17,rain,0,0,37.1,18.4,82.4,1010.6,61.1,11,161,11.6,6,10,2022-03-02T06:13:19,2022-03-02T18:09:20,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-03,32,24,27.3,37.3,24,29.4,23,77.9,0.1,100,4.17,rain,0,0,30.2,11.2,92.4,1010.1,49.6,10.7,196.5,14.1,7,10,2022-03-03T06:12:50,2022-03-03T18:09:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-04,33,23.1,27.8,38.1,23.1,29.8,22.8,75.7,2,100,4.17,rain,0,0,31.3,16.6,119.9,1009.5,61.8,10.6,305.1,21.9,9,10,2022-03-04T06:12:20,2022-03-04T18:09:29,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-05,32,24.5,27.8,37.4,24.5,30.4,23.5,78.5,26,100,4.17,rain,0,0,33.5,14.8,117.5,1009.1,61.4,11,142.4,10.2,7,10,2022-03-05T06:11:49,2022-03-05T18:09:33,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-06,32.5,25,27.9,37.3,25,30.2,23.4,78.1,0,0,0,,0,0,36.7,22.3,99.4,1009.1,56.1,11.7,287,20.6,9,10,2022-03-06T06:11:18,2022-03-06T18:09:37,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-07,33,24,27.7,38.1,24,29.8,23.6,80.4,0.3,100,8.33,rain,0,0,44.6,16.6,101.4,1009.6,57.8,10.8,288.6,21.9,9,30,2022-03-07T06:10:46,2022-03-07T18:09:40,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-08,32.7,24,27.4,34.9,24,28.6,21.7,72.7,0,0,0,,0,0,45,22.3,90.3,1009.6,36.9,11.3,312.6,26.9,9,10,2022-03-08T06:10:14,2022-03-08T18:09:43,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-09,32.1,24,27.2,37.1,24,29.1,22.4,75.9,0,0,0,,0,0,34.6,16.6,101.8,1009.2,44.6,11.3,280.4,24.3,9,10,2022-03-09T06:09:42,2022-03-09T18:09:45,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-10,29,23,26,32.2,23,27.1,21.7,77.7,0,0,0,,0,0,29.9,14.8,140.2,1009.1,50.3,10.9,199.9,17.3,7,10,2022-03-10T06:09:09,2022-03-10T18:09:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-11,33,22,26.9,37,22,28.9,22.6,78.8,0,0,0,,0,0,29.5,13,163.3,1007.8,39.8,11.2,275.8,23.7,9,10,2022-03-11T06:08:36,2022-03-11T18:09:50,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-12,32,23,27,36.8,23,28.5,23.5,82.6,0,0,0,,0,0,25.9,14.8,173.1,1007.4,40.7,10.1,197.8,17.1,9,10,2022-03-12T06:08:02,2022-03-12T18:09:51,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-13,32.3,24,27.8,38.2,24,30.5,23.7,79.8,0.2,100,8.33,rain,0,0,180,27.7,87.2,1007.3,43.8,10.8,158.7,13.6,6,10,2022-03-13T06:07:29,2022-03-13T18:09:53,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-14,33,25,28.1,39.3,25,30.9,24,79.7,0.4,100,4.17,rain,0,0,38.2,14.8,100.1,1008.1,55.3,11.3,118.4,10,5,30,2022-03-14T06:06:54,2022-03-14T18:09:54,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-15,33,25,28.2,39.2,25,30.8,24.1,79.9,0.2,100,8.33,rain,0,0,33.8,14.8,117.9,1007.3,63,11.4,295.7,25.7,9,30,2022-03-15T06:06:20,2022-03-15T18:09:55,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-16,32,24,27.4,37.9,24,29.9,23.9,82.2,0.3,100,8.33,rain,0,0,26.3,14.8,129.2,1007.5,51.5,10.9,166.7,14.4,6,10,2022-03-16T06:05:45,2022-03-16T18:09:55,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-17,33,24,28.1,38.1,24,30.7,23.7,78.8,0,0,0,,0,0,28.4,13.5,112.2,1007.4,43.1,10.6,295,25.5,9,10,2022-03-17T06:05:11,2022-03-17T18:09:56,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-18,34,24,27.8,40.6,24,30.5,24.6,84.3,0.1,100,4.17,rain,0,0,29.5,9.4,195.2,1007.3,48.1,10.8,200,17.1,7,10,2022-03-18T06:04:36,2022-03-18T18:09:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-19,34,24,28.2,40.6,24,31.1,24.4,81.4,10,100,4.17,rain,0,0,41,16.6,123.7,1006.8,45.2,10.3,296.4,25.6,9,10,2022-03-19T06:04:00,2022-03-19T18:09:57,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-20,32.5,24,28.2,38,24,31.3,24.3,81,0.3,100,8.33,rain,0,0,36.4,22.3,83.2,1007.9,53.1,10.5,205.1,17.8,7,30,2022-03-20T06:03:25,2022-03-20T18:09:57,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-21,32,24,26.8,37.9,24,28.7,24.6,88.5,33,100,4.17,rain,0,0,35.6,25.9,119.8,1009.3,71.4,10.4,181,15.5,7,10,2022-03-21T06:02:49,2022-03-21T18:09:56,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-22,31,24,25.7,37.7,24,26.9,24.6,94.3,27,100,8.33,rain,0,0,24.8,16.6,108.9,1010,67.1,9.6,157.1,13.5,7,30,2022-03-22T06:02:14,2022-03-22T18:09:56,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-23,33,23,27,40,23,29.6,24.6,87.9,2,100,4.17,rain,0,0,23,11.2,133.3,1009.6,59.8,10.2,267.6,23.1,10,30,2022-03-23T06:01:38,2022-03-23T18:09:56,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-24,33,24,28.1,38.4,24,31.2,24.1,80.5,0.1,100,4.17,rain,0,0,26.6,16.6,112.1,1009.3,41.6,10.8,213.4,18.5,10,30,2022-03-24T06:01:02,2022-03-24T18:09:56,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-25,34,24,28.7,39.3,24,31.8,24.2,79,25,100,8.33,rain,0,0,28.4,16.6,132.3,1009.9,41.2,11,199.4,17.2,9,30,2022-03-25T06:00:27,2022-03-25T18:09:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-26,34,24,28.9,40.6,24,32.4,24.3,78.2,0,0,0,,0,0,29.9,9.4,121.9,1010.5,34.6,11.3,309.9,26.9,10,30,2022-03-26T05:59:51,2022-03-26T18:09:55,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-27,33,25,28.3,40.6,25,32.3,25,83.2,42.4,100,8.33,rain,0,0,29.2,13,222.3,1010.2,48,10.5,200.8,17.4,9,30,2022-03-27T05:59:15,2022-03-27T18:09:54,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-28,34,23,27.6,40.6,23,30.4,24.2,83.6,25,100,12.5,rain,0,0,32.8,11.2,144.1,1009.9,59.5,9.9,204,17.5,10,60,2022-03-28T05:58:39,2022-03-28T18:09:54,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-29,32,24,27,37.9,24,29.1,24.2,86.2,1,100,4.17,rain,0,0,27,13,88.4,1009.7,65.6,9.8,214.5,18.5,9,30,2022-03-29T05:58:04,2022-03-29T18:09:54,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-30,32,24,27.9,37.2,24,30.9,24.2,81.4,0.1,100,4.17,rain,0,0,22,13,301.3,1008.5,74.9,10.1,210.2,18.3,10,30,2022-03-30T05:57:28,2022-03-30T18:09:53,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-03-31,31,24.7,26.9,39.1,24.7,28.8,24.4,86.5,0.4,100,4.17,rain,0,0,23.8,11.2,227.2,1008.4,71.2,10.7,196.5,17,9,30,2022-03-31T05:56:53,2022-03-31T18:09:53,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-01,31,23.2,26,36.9,23.2,27,24.1,90,37,100,12.5,rain,0,0,29.5,14.8,111.6,1009.6,77.4,10.7,206.6,18,9,30,2022-04-01T05:56:17,2022-04-01T18:09:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-02,32,24,27.3,37.4,24,29.4,24.2,84.8,59,100,4.17,rain,0,0,26.6,20.5,84,1010.4,64.2,10.1,182,15.7,8,30,2022-04-02T05:55:42,2022-04-02T18:09:52,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-03,29.7,24,26.1,33.4,24,27.4,23.2,85.6,2,100,4.17,rain,0,0,43.6,14.8,7.2,1010.7,68.7,10.4,220.8,19,9,10,2022-04-03T05:55:07,2022-04-03T18:09:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-04,29.3,22,25.2,33.2,22,26,23.2,89.5,9,100,4.17,rain,0,0,38.2,13,23.1,1012,85.9,10,146.1,12.5,6,10,2022-04-04T05:54:32,2022-04-04T18:09:52,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-05,32,23,26.6,36.8,23,28.1,23.6,84.8,2.3,100,8.33,rain,0,0,35.3,24.1,44.3,1012,57.1,10.3,187.5,16.1,9,10,2022-04-05T05:53:57,2022-04-05T18:09:52,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-06,31,24,26.8,36.5,24,28.6,24.2,86.5,5,100,4.17,rain,0,0,23.4,13,226.4,1011.1,63.3,10.6,288.1,24.7,10,30,2022-04-06T05:53:23,2022-04-06T18:09:52,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-07,33,24,27.9,40.6,24,31.1,24.6,83.4,0.3,100,4.17,rain,0,0,24.1,11.4,251,1010.1,51.4,10.9,272.8,23.5,9,30,2022-04-07T05:52:49,2022-04-07T18:09:53,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-08,32,24,27.6,36.5,24,29.7,23.4,80,0.4,100,4.17,rain,0,0,31.3,13,240.1,1010,52.3,10.8,281.3,24.3,10,10,2022-04-08T05:52:15,2022-04-08T18:09:53,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-09,33,24,27.8,39.3,24,30.6,23.9,80.4,0.1,100,4.17,rain,0,0,27,11.2,201.9,1009.4,45.1,11,187.6,16.2,9,10,2022-04-09T05:51:41,2022-04-09T18:09:54,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-10,32,25,27.9,37.9,25,30.8,24.3,82.2,2.9,100,16.67,rain,0,0,26.6,14.4,197.8,1009,47.3,11.5,248,21.4,10,10,2022-04-10T05:51:08,2022-04-10T18:09:55,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2022-04-11,30.7,24,26.9,37.7,24,28.9,24.4,86.8,4.5,100,25,rain,0,0,29.2,13.5,185.3,1008.7,52.2,10.8,227.3,19.7,9,10,2022-04-11T05:50:35,2022-04-11T18:09:56,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-12,33,24,28,40.6,24,31.1,24.7,83.7,2.2,100,20.83,rain,0,0,30.2,13.8,214.3,1007.9,50.2,10.5,257.4,22.2,9,30,2022-04-12T05:50:02,2022-04-12T18:09:57,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-13,33,24,28.4,40.6,24,32.2,24.9,83,0,0,0,,0,0,27.7,13.5,229.5,1006.7,53.1,10.8,251.2,21.8,10,30,2022-04-13T05:49:30,2022-04-13T18:09:59,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-14,33,25,28.7,42.1,25,33.3,25.4,83.3,0.3,100,12.5,rain,0,0,31.3,15,231.3,1006.7,41.6,10,213.1,18.4,9,60,2022-04-14T05:48:58,2022-04-14T18:10:01,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-15,33,25,28.2,41.2,25,32.3,25,83.3,0.8,100,16.67,rain,0,0,25.6,17.4,223.9,1007.3,56.8,10.4,226.4,19.5,10,60,2022-04-15T05:48:27,2022-04-15T18:10:03,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48907099999,VVCT,48912599999,remote"
Chau Phu,2022-04-16,31,24,27,38.1,24,29.9,24.9,88.7,1,100,4.17,rain,0,0,24.8,16.7,201.3,1007.5,51.3,10.2,183.7,15.9,9,30,2022-04-16T05:47:56,2022-04-16T18:10:05,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-17,33.4,24,28,38.5,24,31,24.1,80.9,6,100,4.17,rain,0,0,25.6,14.8,106.9,1008.1,43.4,10.3,304.5,26.2,10,30,2022-04-17T05:47:25,2022-04-17T18:10:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Chau Phu,2022-04-18,32.3,25,28.5,39.2,25,31.9,24.2,78.4,4,100,8.33,rain,0,0,31.3,22.3,93.8,1009.1,43.4,10.4,167.1,14.4,8,30,2022-04-18T05:46:55,2022-04-18T18:10:11,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
